scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,39,24651001,0.876709169831796,1.2399905271110058e-31,0.03747452247303133,0.7258372828744166,0.06262886597938144,0.555,0.0003228319876273193,-0.0019569571243098064,0.0025320673337943657,0.01709587208241578,False,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,39,24651001,0.524633749321758,4.0951892545577985e-08,0.7950775996707526,8.220296600761237e-21,0.8160065111231688,0.005,0.028470479623746634,0.01902845610138356,0.03841756545582642,0.6150394503577231,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,39,24651001,0.7805615843733045,6.86803624810871e-21,0.8883282487348252,1.719994850633348e-31,0.8896771568095497,0.005,0.0635867196084462,0.046299981381136515,0.08081304502224342,0.7789624594067118,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,39,25651004,0.10806174957118352,0.43669323331286397,0.04674309268542091,0.747195172204003,0.14709357728225647,0.295,-0.0008194937870726554,-0.0021194735235619167,0.00020223756571871173,-0.10576866686828941,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,39,25651004,0.8872498570611776,4.152075291716595e-19,0.14288381435230652,0.3222339447445601,0.06559939012769199,0.655,-0.002045831393576142,-0.004432621901661289,0.00016924985492733718,-0.11672930295820759,False,False,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,39,25651004,0.781132075471698,3.2133668428040742e-12,0.821218293007113,2.7857367099045614e-13,0.8470745187726318,0.005,0.02299926877553253,0.013129192048638114,0.03489266368118402,0.7171152612267261,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,39,25651004,-0.8986849628359062,2.976080096284403e-20,-0.9373156276383716,1.2900630301943967e-23,-0.9521250238231369,0.005,0.055729338729844397,0.035908827916256277,0.07535091338547276,0.8670063693111145,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,39,33651020,-0.10894852667981365,0.2616939853520064,-0.1097576985661817,0.2604148143023356,-0.10419346233481089,0.335,-0.00656030861318993,-0.013262353889682409,-0.000419399357642937,-0.07576651770448509,False,False,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,40,24661008,-0.1991318502441671,0.05176843157323864,0.041488010034922286,0.6978271274860267,0.12575963103635376,0.22,0.0006990904415588601,-0.0005360012587620615,0.001923461733963189,0.05284456747166939,False,True,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,40,24661008,0.9041508410200759,1.7281828890371026e-36,0.1275456946714164,0.23092065911391896,0.13544492674986436,0.155,0.001681383473594476,-0.0002931698680330345,0.0036408542663717083,0.10808670521514344,False,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,40,24661008,0.5187059142702116,6.170496626430891e-08,0.7248832756299937,6.60869388808235e-16,0.7298426478567553,0.005,0.02363800871302151,0.012357715843214755,0.03674809116049331,0.5167171831804243,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,40,24661008,0.8143380358111774,6.1784739948981904e-24,0.9041372708233634,2.9544279223888777e-34,0.9075691806836679,0.005,0.0757623357303435,0.057215286243127744,0.09726265532453245,0.8307974994959397,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,40,25661011,0.0031637125976748614,0.9818859856030192,0.11225482194364562,0.4376646653917682,0.14899942824471127,0.285,0.00025501867485837326,-0.00076349458091538,0.0012170801941866227,0.030906999468749082,False,True,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,40,25661011,0.9085191538021725,2.3687818434303237e-21,0.33700862278457255,0.016701684533773898,0.23491518963217073,0.085,0.0013476161194744037,-0.0009469118110320328,0.0037565082198684524,0.09129511833596654,False,True,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,40,25661011,0.6810367829235753,1.4523826115647849e-08,0.8508273477677278,5.143806420535849e-15,0.891823899371069,0.005,0.034183469710809156,0.020380715895097462,0.04778065377386489,0.8145925471917971,True,True,True,True,True
