scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,legacy_partial_reject,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,profile_pass
null_metric,no-increment,False,150,2,polynomial_ridge,0,21763784,-0.0727267878572381,0.37645967317480994,-0.01670316367854976,0.839772028683743,False,-0.13058954393770855,0.445,-0.0006919498736308316,-0.0012927110702286397,-0.00013537984702479685,-0.037498143003194,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,1,21763785,-0.07896706520289791,0.3367757292507505,-0.06815567629942036,0.40886054582234915,False,-0.03136818687430478,0.88,-9.531219170302863e-05,-0.0010752175342333824,0.0008846812304739101,-0.004295350876868671,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,2,21763786,-0.04418507489221744,0.5913437686240736,-0.08954870634502947,0.27745284209937104,False,0.08698553948832036,0.645,-0.00019125321463709516,-0.0015823432816262132,0.0012068730335068278,-0.007372659290189996,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,3,21763787,0.02665185119338637,0.7461318009208578,0.049321667055055474,0.5502797020915173,False,0.3441601779755284,0.07,-0.00023068107719100353,-0.0008000880257779721,0.00022932087035744563,-0.010956692672214824,False,False,False,False,False
null_metric,no-increment,False,150,2,polynomial_ridge,4,21763788,0.0351962309435975,0.6689492746779074,0.031043016588310077,0.7070450329581471,False,-0.1096774193548387,0.575,-0.0005159241051969736,-0.0011849207944945909,0.0001779018232903002,-0.020208649477994327,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,5,21763789,-0.08122494333081472,0.3230986933021586,-0.19058316768590797,0.01990397859400677,True,-0.0006674082313681868,1.0,0.00011763157111861419,-0.001541164065106848,0.0015540616324133652,0.007059576218327995,False,True,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,6,21763790,-0.06230143561936086,0.4488182382032105,-0.05928500605110268,0.4726320131231877,False,-0.03314794215795328,0.895,-5.6324801681287284e-05,-0.0005749626970819623,0.00039890828811406257,-0.0024614279741421866,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,7,21763791,0.04684830436908307,0.5691627091105607,0.0025346689624672057,0.9755254925212973,False,0.05850945494994438,0.75,-0.0010774427489712822,-0.0016924643786324987,-0.0004602903456671816,-0.03787399596397761,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,8,21763792,0.010359571536512735,0.8998741736832532,0.060382654478250725,0.4644587456422762,False,-0.005116796440489433,0.98,2.3238330962557785e-05,-0.0006501333455954081,0.0006852896016488123,0.0010204017765705609,False,True,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,9,21763793,-0.07833770389795103,0.34065280248960916,-0.05305129993807966,0.5205014561672427,False,0.1421579532814238,0.48,-0.00022824122343097913,-0.001305094354777017,0.0008429419470863112,-0.0074542562006502935,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,10,21763794,-0.1003369038623939,0.22182995293028815,0.02536989471321347,0.7587517214482322,False,-0.05850945494994438,0.765,-0.0006181987824466877,-0.0012766107601037634,-2.433612885046901e-06,-0.034076246862108035,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,11,21763795,0.02257344770878706,0.7839391417891851,-0.08769173657517614,0.2875782057052499,False,-0.32858731924360396,0.095,-0.0006973978172312989,-0.0014728023322521033,0.00016226056159142452,-0.0378759705855423,False,False,False,False,False
null_metric,no-increment,False,150,2,polynomial_ridge,12,21763796,-0.022367216320725365,0.7858652484801886,-0.047395835890330314,0.5659743882223426,False,0.03492769744160178,0.815,-0.0005167798257462476,-0.0008189661249051789,-0.00023802163829236386,-0.029730934465646317,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,13,21763797,-0.07829503533490378,0.3409166752873436,0.00659026056833269,0.9364219685781637,False,-0.10656284760845385,0.61,0.00034627830371754265,-0.0013859994687049587,0.001968937746421379,0.01599885589412326,False,True,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,14,21763798,-0.08181874749988889,0.3195621267956163,-0.030246011945503797,0.7142351714404788,False,-0.1546162402669633,0.43,-0.001169805393942614,-0.0019709785672604513,-0.0004234059170132769,-0.03922311124594075,False,False,False,False,False
null_metric,no-increment,False,150,2,polynomial_ridge,15,21763799,0.04779412418329703,0.5613810722341933,-0.01629550281045466,0.8436320180776445,False,0.008231368186874304,0.965,-0.0005290322541571663,-0.0016381804860916014,0.0004108777659952933,-0.02599113666584094,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,16,21763800,0.09289479532423663,0.2582010080078833,-0.04515261402958256,0.5845194832669139,False,0.4883203559510568,0.015,-0.00034604057063149923,-0.0016076612943393966,0.0009511251037087083,-0.015315387866080873,True,False,False,False,False
null_metric,no-increment,False,150,2,polynomial_ridge,17,21763801,0.007255433574825549,0.9297826134567081,0.046052053103396294,0.5770501117686868,False,-0.029143492769744164,0.905,-0.0009379366259455423,-0.0016952719405025918,-0.00019464943255693574,-0.04154302062098668,False,False,False,False,True
null_metric,no-increment,False,150,2,polynomial_ridge,18,21763802,0.04443397484332637,0.5892542017454393,-0.002916373705654089,0.9718412058315463,False,0.15506117908787542,0.41,-0.0005249692531224016,-0.000951063496609496,-0.0001304201863837926,-0.030819016780784247,False,False,False,False,False
null_metric,no-increment,False,150,2,polynomial_ridge,19,21763803,0.1081096937641673,0.18788737620700705,-0.017566952987481788,0.8316058286249391,False,-0.13281423804226916,0.49,-0.0003692181368996142,-0.001100905599991652,0.0003277082157473469,-0.01097005663720693,False,False,False,False,True
