scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
task2,3,task_specialist,True,-1,54,1,extra_trees,3,22290743,-0.8657518582046883,2.948659034898245e-17,-0.9451129003510745,5.81438762801202e-25,-0.9260529826567561,0.01,0.08834070311418274,0.06214994262794527,0.11413392445714259,0.8162209693530066,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,3,30290759,-0.10769098859641602,0.2672729023929807,-0.10599934578002511,0.2771906587737974,-0.1275646064128395,0.19,0.054424698369332204,0.041544282740273115,0.06722459944803445,0.6169239058975737,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,4,21300747,0.05691806836679327,0.5817554254780546,-0.034556322296096745,0.7464346667433782,0.02619521609560359,0.74,-8.932483289493445e-05,-0.00020710495803887057,4.048091480278794e-06,-0.012083930156600095,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,4,21300747,0.9019940314704287,4.673966908909495e-36,0.263047512961782,0.012249105133760199,0.4311909493645577,0.01,0.043219855491249085,0.03035686092607804,0.0562457019119561,0.677494735054181,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,4,21300747,0.5508274552360282,6.0711369392083305e-09,0.7672221569663524,1.1654017736158653e-18,0.7696403258296651,0.01,0.03249795356437811,0.022253468427813342,0.04520583543171533,0.6385880375595128,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,4,21300747,0.8125746066196419,9.223655948221319e-24,0.9025967770824697,5.759222754387959e-34,0.8258980802342668,0.01,0.07543311941074254,0.05409310226456161,0.10194325586872227,0.7255588992709283,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,4,22300750,-0.06582809224318659,0.6362628475017237,-0.0810594307442666,0.5757511717907929,0.0758938782285004,0.6,0.0001980153127442985,-0.0003090133323318714,0.0009012575930149627,0.010868989497378193,False,True,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,4,22300750,0.9128644939965693,7.058510879102882e-22,0.3098918689273301,0.028519207818950305,0.7350766186631851,0.01,0.018429036719579253,0.01144467331853673,0.027597323758125604,0.5091109367092792,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,4,22300750,0.5441966838193253,2.1045397585218745e-05,0.7712586738721685,5.612568604815145e-11,0.8377739660758529,0.01,0.02206527880758372,0.013297571957381262,0.03099733782696703,0.46233216900934965,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,4,22300750,-0.8842004955212501,7.993953153083214e-19,-0.9374584617797063,1.2233164435329466e-23,-0.8767081516391495,0.01,0.0689642556776474,0.04328916308329087,0.10143648213855817,0.7748909299351908,True,True,True,True,True
