repetition,seed,scenario,expected_stable_increment,contains_conditional_increment,configurations,raw_spearman,raw_kendall,partial_spearman,granulated_kendall,granulated_min_axis,jiang_cmi,jiang_cmi_min_conditioning,mbe_additive_residual_r,mbe_additive_p,mbe_additive_delta,mbe_additive_delta_ci_low,mbe_additive_class,mbe_interaction_residual_r,mbe_interaction_p,mbe_interaction_delta,mbe_interaction_delta_ci_low,mbe_interaction_class
1,16069,axis_specialist_proxy,False,False,27,0.8284493284493284,0.6296296296296297,0.08409713354064031,0.35802469135802467,0.03703703703703704,0.0029335927840280123,hp_a,0.2509157509157509,0.215,-0.000998389918117239,-0.002263496442683885,no-supported-increment,0.1794871794871795,0.345,-0.00035794178889108144,-0.0011745340893879982,no-supported-increment
1,17078,sign_flip_increment,False,True,27,-0.37545787545787546,-0.3105413105413106,-0.2315135900696157,-0.25925925925925924,-0.4074074074074074,0.07072737635479047,none,-0.17826617826617824,0.425,-0.07628778627544232,-0.17200466489925195,no-supported-increment,-0.2509157509157509,0.25,0.059155467817907426,0.020358144522031437,predictive-improvement-only
2,22040,independent_null,False,False,27,0.17826617826617824,0.11680911680911683,0.12504312434379025,0.23456790123456792,-0.3333333333333333,0.00986483742788268,none,-0.10317460317460315,0.6,-0.00032897652183982995,-0.0011181529571474052,no-supported-increment,-0.2588522588522589,0.185,-0.00024060123131853205,-0.001302427035742973,no-supported-increment
2,23049,design_proxy,False,False,27,0.9871794871794871,0.9259259259259262,0.6226068133159574,0.8024691358024691,0.6296296296296297,0.5694390399595889,"hp_a,hp_c",0.7967032967032966,0.005,0.003398339091731527,-0.0007884972359224481,residual-dependence-only,0.5622710622710623,0.01,0.0012817068076870133,-0.00033867628551653153,residual-dependence-only
2,24058,interaction_proxy,False,False,27,0.7777777777777777,0.5726495726495727,0.40436575977782363,0.38271604938271603,0.03703703703703704,0.1201909888051905,"hp_a,hp_c",0.7051282051282052,0.005,0.003775856884672661,0.0007870594033070943,increment-supported,0.2875457875457875,0.165,0.00019039429290777267,-0.0008439929244944921,no-supported-increment
2,25067,genuine_increment,True,True,27,0.7185592185592186,0.5384615384615385,0.8347424141174983,0.7037037037037037,0.48148148148148145,0.2107063789044406,hp_c,0.9291819291819291,0.005,0.036090170212231,0.01604334657296743,increment-supported,0.9304029304029304,0.005,0.03881153136421688,0.0201727735592566,increment-supported
2,26076,axis_specialist_proxy,False,False,27,0.8766788766788767,0.7037037037037038,0.07200270418106651,0.308641975308642,-0.18518518518518517,0.03966431431868189,hp_a,-0.16361416361416362,0.435,-0.0010796519414597323,-0.0016706503385897228,no-supported-increment,-0.36446886446886445,0.08,-0.0007599470725890376,-0.0020490477318723653,no-supported-increment
2,27085,sign_flip_increment,False,True,27,-0.08424908424908426,-0.03703703703703704,0.015167361128695512,-0.037037037037037035,-0.4074074074074074,0.0009897291195186163,none,-0.13186813186813187,0.51,-0.018978675045694095,-0.05154885747762846,no-supported-increment,-0.24542124542124538,0.21,0.033874472450927826,0.004616952825200431,predictive-improvement-only
3,32047,independent_null,False,False,27,0.14285714285714285,0.10541310541310543,0.06109412968150159,0.11111111111111112,0.03703703703703706,0.008030469040989668,none,0.1813186813186813,0.33,-0.0006622801404119159,-0.0013577787875477816,no-supported-increment,0.43956043956043955,0.02,-0.0008822919181886244,-0.0018979332518957398,residual-dependence-only
3,33056,design_proxy,False,False,27,0.9725274725274725,0.8746438746438747,0.6180453670980912,0.7037037037037037,0.5555555555555556,0.35669037197449477,"hp_a,hp_c",0.8687423687423688,0.005,0.004182062611138742,0.001304747755585304,increment-supported,0.6379731379731379,0.005,-0.0011546092524061021,-0.00312812857597599,residual-dependence-only
3,34065,interaction_proxy,False,False,27,0.6727716727716728,0.5042735042735044,0.4438264914137553,0.3333333333333333,-0.03703703703703704,0.19212614621814894,none,0.9188034188034188,0.005,0.00778210223650159,0.003981618052220115,increment-supported,0.5067155067155067,0.01,-0.0007079615526244185,-0.0020180053989770587,residual-dependence-only
3,35074,genuine_increment,True,True,27,0.6971916971916973,0.5270655270655271,0.8576221726468439,0.7037037037037037,0.40740740740740744,0.21088410688768375,none,0.898046398046398,0.005,0.058305919310876,0.03356622362696781,increment-supported,0.9267399267399267,0.005,0.0832969435634876,0.05547451042968477,increment-supported
3,36083,axis_specialist_proxy,False,False,27,0.8717948717948717,0.6866096866096868,0.11357469145872479,0.5061728395061729,0.11111111111111113,0.03822689897144252,hp_a,0.44688644688644685,0.04,-0.00044448946403368925,-0.0012148130731188215,residual-dependence-only,0.304029304029304,0.085,-0.000627932984906255,-0.0009273953404131619,no-supported-increment
3,37092,sign_flip_increment,False,True,27,-0.43711843711843706,-0.3390313390313391,-0.5081859199318894,-0.3580246913580247,-0.6296296296296297,0.0845795542754203,none,-0.5415140415140415,0.015,-0.11801262573404274,-0.25672664482485713,residual-dependence-only,-0.3925518925518926,0.055,0.12292024796941875,0.06443778953659184,predictive-improvement-only
4,42054,independent_null,False,False,27,-0.002442002442002442,0.0028490028490028496,0.0574657716513529,-0.06172839506172839,-0.18518518518518517,5.85505390620652e-06,none,0.43101343101343104,0.03,-0.0009654606207944085,-0.0018085380437481537,residual-dependence-only,-0.31807081807081805,0.09,0.00044967789729750615,-0.00070140533871288,no-supported-increment
4,43063,design_proxy,False,False,27,0.976190476190476,0.8974358974358976,0.6088827205607501,0.7037037037037037,0.5555555555555556,0.4842311566158209,"hp_a,hp_c",0.898046398046398,0.005,0.002770463114587259,-0.0001267625480385337,residual-dependence-only,0.7570207570207569,0.005,-0.0016540639718710115,-0.003456964623125413,residual-dependence-only
4,44072,interaction_proxy,False,False,27,0.6941391941391941,0.5270655270655271,0.3032369319633019,0.45679012345679015,-0.03703703703703703,0.12750596450827362,"hp_a,hp_c",0.6440781440781441,0.005,0.005861142497700872,0.0013638639438033726,increment-supported,0.29242979242979245,0.145,-0.0006674847103371531,-0.0015262781689730372,no-supported-increment
4,45081,genuine_increment,True,True,27,0.4603174603174603,0.33333333333333337,0.7455749607418727,0.45679012345679015,0.037037037037037056,0.0817041659455104,none,0.8638583638583639,0.005,0.03328370156393449,0.01576077613276297,increment-supported,0.9371184371184371,0.005,0.045871958685970236,0.025573475832345045,increment-supported
4,46090,axis_specialist_proxy,False,False,27,0.8223443223443224,0.5897435897435899,-0.007934825977914608,0.2098765432098765,-0.3333333333333333,0.0380479834165874,hp_a,-0.2765567765567765,0.2,4.984823541685085e-05,-0.0010557851688547842,no-supported-increment,-0.018925518925518924,0.93,-0.000829158694363466,-0.0015353876737846184,no-supported-increment
4,47099,sign_flip_increment,False,True,27,0.03479853479853479,0.025641025641025644,-0.08289150840449443,-0.012345679012345685,-0.03703703703703704,0.0004743107063508422,none,-0.07326007326007326,0.68,-0.0005144723493590922,-0.009529130717247111,no-supported-increment,-0.18864468864468864,0.33,0.020494645463288247,0.004945607366139978,predictive-improvement-only
5,52061,independent_null,False,False,27,0.15567765567765565,0.12250712250712252,-0.0162172184763889,0.11111111111111112,-0.037037037037037056,0.010853223284957721,none,-0.08058608058608058,0.67,0.0002111116503826331,-0.0015173576854867396,no-supported-increment,0.10683760683760683,0.605,-0.000982547010982526,-0.0018474751115316857,no-supported-increment
5,53070,design_proxy,False,False,27,0.9731379731379731,0.8860398860398863,0.5890644440490986,0.7283950617283951,0.5555555555555556,0.41080579586098287,"hp_a,hp_c",0.8473748473748473,0.005,0.0038557929405371016,0.00037006819187853984,increment-supported,0.5073260073260073,0.015,-0.0022939749492326116,-0.0041526767094052,residual-dependence-only
5,54079,interaction_proxy,False,False,27,0.7283272283272283,0.5327635327635328,0.5025421299305454,0.43209876543209874,-0.1111111111111111,0.21573443185046706,none,0.9023199023199022,0.005,0.009486622491372363,0.004167861507360077,increment-supported,0.5219780219780219,0.005,0.00010440456188388902,-0.00044467911593721286,residual-dependence-only
5,55088,genuine_increment,True,True,27,0.5396825396825397,0.3276353276353277,0.798580333131929,0.5308641975308642,0.1111111111111111,0.050708980463372015,hp_c,0.8485958485958486,0.005,0.04061092373498627,0.016213963255130182,increment-supported,0.8626373626373625,0.005,0.061894234096531706,0.019823840875661396,increment-supported
5,56097,axis_specialist_proxy,False,False,27,0.8815628815628815,0.6923076923076924,0.0016193931816989348,0.43209876543209874,0.11111111111111113,0.03714929161927884,hp_a,0.31318681318681324,0.11,-0.0006331215593312275,-0.0011594356342887315,no-supported-increment,0.5873015873015872,0.005,-0.0007512140905853986,-0.001880939859029811,residual-dependence-only
5,57106,sign_flip_increment,False,True,27,-0.0927960927960928,-0.08831908831908834,-0.24173445775275101,-0.1358024691358025,-0.2592592592592593,0.0056340370652568925,none,-0.23321123321123322,0.205,-0.009513782514875377,-0.017318796354242886,no-supported-increment,-0.31929181929181927,0.12,0.0392635611067622,0.020699422618041648,predictive-improvement-only
6,62068,independent_null,False,False,27,-0.21672771672771673,-0.1566951566951567,-0.08218871861181459,-0.28395061728395066,-0.48148148148148157,0.017784715027847668,none,-0.03907203907203907,0.84,-0.0009470432541290111,-0.0016021561987680124,no-supported-increment,-0.3315018315018315,0.075,-0.0005676903062874043,-0.0010215806987561745,no-supported-increment
6,63077,design_proxy,False,False,27,0.9755799755799756,0.8803418803418804,0.618805617060599,0.7037037037037037,0.48148148148148157,0.3254993608912814,"hp_a,hp_c",0.9108669108669109,0.005,0.005755254408271394,0.0023386735031828416,increment-supported,0.7594627594627593,0.005,0.0011902137351471973,-0.0011549948280524618,residual-dependence-only
6,64086,interaction_proxy,False,False,27,0.8034188034188033,0.6296296296296297,0.25081225737819574,0.45679012345679015,-0.03703703703703703,0.11219127866404766,"hp_a,hp_c",0.5854700854700854,0.005,0.003505465021375189,0.0009559418542031478,increment-supported,0.12942612942612944,0.445,-0.0017945920676905869,-0.0027579385712737598,no-supported-increment
6,65095,genuine_increment,True,True,27,0.6996336996336996,0.49857549857549865,0.7938235089100689,0.7037037037037038,0.5555555555555556,0.16768937028327222,hp_b,0.8052503052503053,0.005,0.026000340756844414,0.006225616337685885,increment-supported,0.9212454212454212,0.005,0.06431714926942489,0.035017243434636997,increment-supported
6,66104,axis_specialist_proxy,False,False,27,0.8467643467643468,0.6581196581196582,2.9584856957636593e-05,0.43209876543209874,0.1111111111111111,0.027790294709690487,hp_a,0.0006105006105006105,1.0,-0.0007946921782632978,-0.0016440428187325582,no-supported-increment,0.042735042735042736,0.85,-0.0003722287034561948,-0.0007770868664225639,no-supported-increment
6,67113,sign_flip_increment,False,True,27,-0.03540903540903541,0.014245014245014247,-0.09217020161986278,-0.1358024691358025,-0.33333333333333337,0.0001463811004882696,none,-0.17887667887667885,0.375,-0.007608381343510183,-0.022627381657474608,no-supported-increment,-0.07387057387057387,0.7,0.021948592819460606,0.01219650905986229,predictive-improvement-only
7,72075,independent_null,False,False,27,-0.36080586080586086,-0.2250712250712251,0.04335494791911709,-0.037037037037037056,-0.33333333333333337,0.036214760949611555,hp_a,0.22405372405372403,0.245,-0.0009668956325870112,-0.0018466682567671977,no-supported-increment,0.09584859584859586,0.56,-0.0008319182455322153,-0.0019646410248861084,no-supported-increment
7,73084,design_proxy,False,False,27,0.9694749694749695,0.8803418803418804,0.652359676134058,0.7037037037037037,0.48148148148148145,0.3629807580667787,"hp_a,hp_c",0.7948717948717948,0.005,0.0049212984768403495,0.0014615077194018809,increment-supported,0.3852258852258852,0.04,-0.0029053487108324904,-0.006914475485506146,residual-dependence-only
7,74093,interaction_proxy,False,False,27,0.7228327228327228,0.5327635327635328,0.3979210465312187,0.35802469135802467,-0.03703703703703704,0.14179073888921,"hp_a,hp_c",0.7869352869352869,0.005,0.0035852228807753874,0.0007997410031491547,increment-supported,0.713064713064713,0.005,0.0011588728049427809,0.00020578463218031478,increment-supported
7,75102,genuine_increment,True,True,27,0.7264957264957265,0.4871794871794872,0.8472771311473941,0.5555555555555556,0.48148148148148157,0.17217138231254786,hp_c,0.9029304029304028,0.005,0.048706415087518454,0.02392870040120557,increment-supported,0.9395604395604396,0.005,0.048744332917167676,0.03186112117669474,increment-supported
7,76111,axis_specialist_proxy,False,False,27,0.8449328449328449,0.6296296296296297,-0.02209417128651274,0.25925925925925924,-0.2592592592592593,0.005835489553064906,hp_a,-0.1855921855921856,0.34,-0.0005708635475758835,-0.0017441922899485362,no-supported-increment,0.10195360195360195,0.595,0.00020537851359514123,-0.0004219524502495877,no-supported-increment
7,77120,sign_flip_increment,False,True,27,-0.1746031746031746,-0.11680911680911683,-0.10174543420925838,-0.08641975308641976,-0.18518518518518517,0.009864837427882675,none,-0.199023199023199,0.38,-0.01109917971443742,-0.01854491080321429,no-supported-increment,-0.33821733821733824,0.085,0.06703806345235688,0.0314365791767014,predictive-improvement-only
8,82082,independent_null,False,False,27,0.28937728937728935,0.1623931623931624,-0.026257327373581902,-0.012345679012345642,-0.3333333333333333,0.019107550217179182,none,-0.24786324786324787,0.205,-0.00032179677297623603,-0.0008918783126727184,no-supported-increment,-0.6916971916971917,0.005,-0.001533520166973265,-0.003909839460835859,residual-dependence-only
8,83091,design_proxy,False,False,27,0.9792429792429792,0.8974358974358976,0.5885940668416032,0.7283950617283951,0.5555555555555556,0.44761175737156056,"hp_a,hp_c",0.8772893772893773,0.005,0.0032625535497017733,0.000684871995002472,increment-supported,0.7509157509157509,0.005,-0.0013083548390589572,-0.0020146073072296925,residual-dependence-only
8,84100,interaction_proxy,False,False,27,0.7344322344322345,0.5441595441595443,0.2793729695834229,0.43209876543209874,-0.1111111111111111,0.14870486549963433,"hp_a,hp_c",0.735042735042735,0.01,0.0013420717758783358,-0.0019150253142244187,residual-dependence-only,0.3956043956043956,0.025,-0.000410686688066644,-0.0009727019698870253,residual-dependence-only
8,85109,genuine_increment,True,True,27,0.6831501831501832,0.4871794871794872,0.8483606896252339,0.5308641975308642,0.3333333333333333,0.17871905825501364,none,0.8858363858363858,0.005,0.0449763367071198,0.020865689687237517,increment-supported,0.945054945054945,0.005,0.05026805879268345,0.028715348383939417,increment-supported
8,86118,axis_specialist_proxy,False,False,27,0.86996336996337,0.6638176638176639,-0.007278864238221883,0.48148148148148145,0.11111111111111109,0.04703530603623811,hp_a,0.14102564102564102,0.475,-0.0012429489867015042,-0.0021595975045962026,no-supported-increment,-0.009768009768009768,0.985,-0.00017202904354160324,-0.0005314793775312763,no-supported-increment
8,87127,sign_flip_increment,False,True,27,-0.21794871794871792,-0.18518518518518523,-0.10748882528035689,-0.11111111111111112,-0.2592592592592593,0.024880935059133972,none,0.01282051282051282,0.935,-0.05747674387142718,-0.0865648319771253,no-supported-increment,0.09401709401709402,0.625,0.05882770667261257,0.025148747486272743,predictive-improvement-only
9,92089,independent_null,False,False,27,0.20024420024420023,0.15099715099715103,0.03305021799506252,0.1358024691358025,-0.037037037037037056,0.016509899537959644,none,0.27838827838827834,0.15,-0.0020632057850684254,-0.0033855477798773806,no-supported-increment,-0.24725274725274726,0.16,-0.0007706948638687323,-0.0016213912217270727,no-supported-increment
9,93098,design_proxy,False,False,27,0.9829059829059829,0.9088319088319089,0.5821421880864286,0.8518518518518517,0.7037037037037037,0.43784187094036053,"hp_a,hp_c",0.8333333333333333,0.005,0.002167403366725641,-0.0009921955141179043,residual-dependence-only,0.6538461538461537,0.005,-0.0004349372673887516,-0.0015785215020749984,residual-dependence-only
9,94107,interaction_proxy,False,False,27,0.7802197802197801,0.6125356125356126,0.38887233589296943,0.48148148148148157,0.03703703703703704,0.22216590412657072,"hp_a,hp_c",0.8589743589743589,0.005,0.00836114079038119,0.0032221879040415955,increment-supported,0.4206349206349206,0.02,3.100107596403813e-06,-0.0010482173458299104,residual-dependence-only
9,95116,genuine_increment,True,True,27,0.702075702075702,0.5327635327635328,0.7488245505513819,0.6296296296296297,0.33333333333333337,0.21573443185046706,none,0.9084249084249084,0.005,0.03252396008045175,0.015777577615346424,increment-supported,0.8449328449328449,0.005,0.027135712746623974,0.012601051496190566,increment-supported
9,96125,axis_specialist_proxy,False,False,27,0.8498168498168497,0.6410256410256411,0.021162693749461132,0.3580246913580247,-0.3333333333333333,0.033959054576261846,hp_a,0.18803418803418803,0.39,-0.00198076004430737,-0.0033907839253664107,no-supported-increment,-0.1581196581196581,0.435,-0.0012748946039304945,-0.0026674988991722275,no-supported-increment
9,97134,sign_flip_increment,False,True,27,-0.2667887667887668,-0.1623931623931624,-0.2852430647904687,-0.16049382716049382,-0.4074074074074074,0.019107550217179182,none,-0.41514041514041516,0.04,-0.04259195620624606,-0.07944507967609518,residual-dependence-only,-0.39010989010989006,0.06,0.07964848366497157,0.03377287338358601,predictive-improvement-only
10,102096,independent_null,False,False,27,-0.12637362637362637,-0.09401709401709403,-0.01573614261803377,-0.01234567901234567,-0.1111111111111111,0.006385571799925109,none,-0.3162393162393162,0.06,-0.0008870549636943326,-0.0017511326170437595,no-supported-increment,0.13858363858363856,0.505,-0.00028576583937540805,-0.0007298130085217173,no-supported-increment
10,103105,design_proxy,False,False,27,0.9706959706959707,0.8803418803418804,0.6435053038230075,0.7777777777777778,0.6296296296296297,0.37698974767034266,"hp_a,hp_c",0.7918192918192918,0.005,0.0034544716309726914,0.0007777395329824767,increment-supported,0.3681318681318681,0.04,-0.0013181198285205972,-0.004787408746939457,residual-dependence-only
10,104114,interaction_proxy,False,False,27,0.7643467643467643,0.5726495726495727,0.4907469235843917,0.5061728395061729,0.1111111111111111,0.1524099879619604,"hp_a,hp_c",0.7924297924297924,0.005,0.00679776679929525,0.0035433158888556423,increment-supported,0.29853479853479853,0.15,-0.0010564887241075425,-0.003416010102912619,no-supported-increment
10,105123,genuine_increment,True,True,27,0.5921855921855921,0.4245014245014246,0.8386307480237242,0.5555555555555555,0.1111111111111111,0.13420392192749914,none,0.934065934065934,0.005,0.04488070366921134,0.021350562011144256,increment-supported,0.974969474969475,0.005,0.03854914007345791,0.025399136519486325,increment-supported
10,106132,axis_specialist_proxy,False,False,27,0.8253968253968252,0.6467236467236468,0.08156660135012328,0.3333333333333333,-0.1111111111111111,0.013012081892241914,hp_a,0.23809523809523808,0.29,0.00032871802795915797,-0.0007685711310113346,no-supported-increment,-0.15018315018315015,0.45,-0.0008601659431912035,-0.0013524029750702213,no-supported-increment
10,107141,sign_flip_increment,False,True,27,-0.09462759462759461,-0.03703703703703704,-0.26503073280726863,0.06172839506172839,0.03703703703703704,0.0009897291195186163,none,-0.0927960927960928,0.655,-0.01738579067926324,-0.07317938778489065,no-supported-increment,0.01587301587301587,0.96,0.11560921045156292,0.06676747071752087,predictive-improvement-only
11,112103,independent_null,False,False,27,-0.004884004884004884,0.0028490028490028496,-0.026812027461998865,0.012345679012345678,-0.2592592592592593,5.85505390620652e-06,none,-0.48290598290598286,0.005,-0.0002506019368323717,-0.0006180954001680032,residual-dependence-only,-0.49572649572649574,0.015,-0.00017423355435729725,-0.0006094419114223002,residual-dependence-only
11,113112,design_proxy,False,False,27,0.9682539682539683,0.8746438746438747,0.5357922869732671,0.7530864197530865,0.5555555555555556,0.2321939460189372,"hp_a,hp_c",0.7649572649572649,0.005,0.0022450251593370074,0.0007656621456944355,increment-supported,0.6056166056166056,0.005,-0.0009977517695159794,-0.0018944759851591319,residual-dependence-only
11,114121,interaction_proxy,False,False,27,0.7704517704517704,0.6068376068376069,0.386434403255258,0.4567901234567901,0.1111111111111111,0.14357369192650668,"hp_a,hp_c",0.7753357753357752,0.005,0.004312328982534638,0.0005404233666773818,increment-supported,0.24114774114774112,0.23,-0.0017670584004645749,-0.0034486354217504213,no-supported-increment
11,115130,genuine_increment,True,True,27,0.5213675213675213,0.3447293447293448,0.7976792024052755,0.5308641975308642,0.2592592592592593,0.0875078666128116,none,0.8907203907203908,0.005,0.05900159818982198,0.02441752404094203,increment-supported,0.9664224664224663,0.005,0.09148831890701768,0.05128146774108093,increment-supported
11,116139,axis_specialist_proxy,False,False,27,0.7838827838827838,0.6011396011396013,-0.03533624763106198,0.30864197530864196,-0.1111111111111111,0.07184666288188175,hp_a,-0.2295482295482295,0.22,-0.00014380080613780183,-0.0010904736656751556,no-supported-increment,0.07936507936507936,0.7,-0.0010741238310744642,-0.002425303685474782,no-supported-increment
11,117148,sign_flip_increment,False,True,27,-0.34249084249084244,-0.2592592592592593,0.008932802042792997,-0.11111111111111109,-0.18518518518518517,0.049043951545027546,none,0.14652014652014653,0.42,-0.004675717936664749,-0.02148993396599371,no-supported-increment,0.30586080586080583,0.085,0.047709065595259614,0.02099836830197624,predictive-improvement-only
12,122110,independent_null,False,False,27,-0.020757020757020756,0.019943019943019946,-0.008341147854716385,0.2098765432098765,-0.037037037037037056,0.00028691627396563465,none,0.16056166056166057,0.405,-0.0006388038860839947,-0.0018562278639268634,no-supported-increment,0.08974358974358974,0.72,-0.000502386916577861,-0.0010905121529416113,no-supported-increment
12,123119,design_proxy,False,False,27,0.984126984126984,0.9145299145299146,0.6185546043391956,0.8024691358024691,0.6296296296296297,0.5236622518304272,"hp_a,hp_c",0.8705738705738705,0.005,0.003900781830656173,0.001153796720185651,increment-supported,0.7374847374847374,0.005,-0.00012017341285974932,-0.0013597179365157214,residual-dependence-only
12,124128,interaction_proxy,False,False,27,0.8162393162393162,0.6353276353276355,0.40692904039407735,0.48148148148148145,0.037037037037037014,0.14313911520051886,"hp_a,hp_c",0.8235653235653235,0.005,0.007287457718501931,0.003651333273112451,increment-supported,0.5384615384615385,0.01,-0.0011109001304870966,-0.002369201575146959,residual-dependence-only
12,125137,genuine_increment,True,True,27,0.44078144078144077,0.2934472934472935,0.7568153295149906,0.43209876543209874,0.11111111111111113,0.06303987115700682,none,0.8278388278388277,0.005,0.03755506974536547,0.014248585654880732,increment-supported,0.9633699633699633,0.005,0.05600196756445898,0.03680808857892128,increment-supported
12,126146,axis_specialist_proxy,False,False,27,0.8144078144078144,0.5954415954415955,-0.08394328725648922,0.35802469135802467,0.03703703703703701,0.022082724087581353,hp_a,-0.13858363858363856,0.49,-0.00016873704437450968,-0.0007378372125064247,no-supported-increment,0.06959706959706959,0.685,0.00022430115688021508,-0.0007790360952501092,no-supported-increment
12,127155,sign_flip_increment,False,True,27,0.14713064713064714,0.11680911680911683,0.02511583332022209,0.13580246913580246,0.03703703703703704,0.00986483742788268,none,0.0,1.0,-0.0169033282925274,-0.02839219472678368,no-supported-increment,-0.002442002442002442,0.975,0.03373059117033619,0.005535074047795526,predictive-improvement-only
13,132117,independent_null,False,False,27,-0.14224664224664224,-0.08262108262108263,-0.039638952712925654,-0.08641975308641976,-0.33333333333333337,0.004929711203511809,none,-0.2222222222222222,0.28,-0.0011613905194708465,-0.002490393987606619,no-supported-increment,-0.12515262515262515,0.515,-0.0014543587873615642,-0.0029357444039316643,no-supported-increment
13,133126,design_proxy,False,False,27,0.9829059829059829,0.9202279202279204,0.6268972220554719,0.8271604938271605,0.6296296296296297,0.5202372849875099,"hp_a,hp_c",0.8766788766788767,0.005,0.004507491897581786,0.0015141403258308948,increment-supported,0.7246642246642245,0.005,0.0005009380277128783,-0.00046657039250155055,residual-dependence-only
13,134135,interaction_proxy,False,False,27,0.713064713064713,0.5384615384615385,0.44011116765623154,0.5061728395061729,0.1111111111111111,0.20293483840397328,"hp_a,hp_c",0.7893772893772893,0.005,0.006025158121340428,0.002404630660982613,increment-supported,0.35470085470085466,0.09,-0.0010887048450631716,-0.002318498387830614,no-supported-increment
13,135144,genuine_increment,True,True,27,0.6202686202686202,0.4415954415954416,0.7828297157260434,0.5555555555555556,0.18518518518518517,0.14563841821666676,none,0.796092796092796,0.005,0.02448317824838483,0.006973646819467575,increment-supported,0.8431013431013431,0.005,0.01725562622076606,0.0025925503396200325,increment-supported
13,136153,axis_specialist_proxy,False,False,27,0.8333333333333333,0.6581196581196582,0.0015434495050666208,0.35802469135802467,-0.11111111111111116,0.034865217149785105,hp_a,0.1111111111111111,0.595,-0.001348221072881654,-0.0018762744105590918,no-supported-increment,0.07631257631257632,0.715,-0.0003744630421832519,-0.0008931792542710062,no-supported-increment
13,137162,sign_flip_increment,False,True,27,0.054945054945054944,0.048433048433048444,0.32580519040902584,0.11111111111111112,-0.03703703703703703,0.0016927704579951096,none,0.33333333333333326,0.105,-0.01085255512838098,-0.04256382479133529,no-supported-increment,0.4603174603174603,0.035,0.07076489144634454,0.032758571326921455,increment-supported
