hyperparameter,source_config,destination_config,weight_sum,effective_sample_size,complexity.dist_spec_init_fft,complexity.fro_dist,complexity.fro_over_spec_fft,complexity.inverse_margin,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec_fft,complexity.log_prod_of_spec_over_margin_fft,complexity.log_spec_init_main_fft,complexity.log_spec_orig_main_fft,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec_fft,complexity.log_sum_of_spec_over_margin_fft,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin
hp.dataset,-8253954366608025482,6171431091693547978,35.0,70.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.8857142857142857,0.8428571428571429,0.7428571428571429,0.8571428571428571,0.0,0.0,0.8857142857142857,0.8428571428571429,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.1,0.014285714285714285
hp.dataset,6171431091693547978,-8253954366608025482,35.0,70.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.8857142857142857,0.8428571428571429,0.7428571428571429,0.8571428571428571,0.0,0.0,0.8857142857142857,0.8428571428571429,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.1,0.014285714285714285
hp.dataset,-8244728409188764286,6119926237272203152,50.0,100.0,0.53,0.0,0.9,0.0,0.86,0.77,1.0,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.0,0.0,0.03,0.0,0.19,0.0,0.89,0.5,1.0,0.99
hp.dataset,6119926237272203152,-8244728409188764286,50.0,100.0,0.53,0.0,0.9,0.0,0.86,0.77,1.0,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.0,0.0,0.03,0.0,0.19,0.0,0.89,0.5,1.0,0.99
hp.dataset,-6987618133552083638,-8207674979041069152,50.0,100.0,0.89,0.82,0.16,0.3,0.81,0.71,0.96,0.95,0.95,0.95,0.81,0.71,0.96,0.95,0.0,0.07,0.0,0.0,0.0,0.08,0.99,0.5,0.72,0.6
hp.dataset,-8207674979041069152,-6987618133552083638,50.0,100.0,0.89,0.82,0.16,0.3,0.81,0.71,0.96,0.95,0.95,0.95,0.81,0.71,0.96,0.95,0.0,0.07,0.0,0.0,0.0,0.08,0.99,0.5,0.72,0.6
hp.dataset,-8198041756691225625,4813113111539593991,31.5,63.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.4126984126984127,0.3333333333333333,0.23809523809523808,0.3333333333333333,0.0,0.0,0.4126984126984127,0.3333333333333333,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.5,0.38095238095238093,0.19047619047619047
hp.dataset,4813113111539593991,-8198041756691225625,31.5,63.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.4126984126984127,0.3333333333333333,0.23809523809523808,0.3333333333333333,0.0,0.0,0.4126984126984127,0.3333333333333333,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.5,0.38095238095238093,0.19047619047619047
hp.dataset,-7889722676016829949,-8162338038643170910,50.0,100.0,1.0,0.13,0.36,0.12,0.54,0.48,1.0,1.0,1.0,1.0,0.54,0.48,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.96,0.5,1.0,0.98
hp.dataset,-8162338038643170910,-7889722676016829949,50.0,100.0,1.0,0.13,0.36,0.12,0.54,0.48,1.0,1.0,1.0,1.0,0.54,0.48,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.96,0.5,1.0,0.98
hp.dataset,-8158307211726742447,6911666554594202450,45.0,90.0,0.36666666666666664,0.0,0.4777777777777778,0.0,0.022222222222222223,0.0,0.9222222222222223,0.9111111111111111,0.8444444444444444,0.9222222222222223,0.022222222222222223,0.0,0.9222222222222223,0.9111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.5,0.6333333333333333,0.28888888888888886
hp.dataset,6911666554594202450,-8158307211726742447,45.0,90.0,0.36666666666666664,0.0,0.4777777777777778,0.0,0.022222222222222223,0.0,0.9222222222222223,0.9111111111111111,0.8444444444444444,0.9222222222222223,0.022222222222222223,0.0,0.9222222222222223,0.9111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.5,0.6333333333333333,0.28888888888888886
hp.dataset,-5465843641448109439,-8108074857506770759,48.74384893311453,99.26626280584354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159613475656922,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-8108074857506770759,-5465843641448109439,48.74384893311453,99.26626280584354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159613475656922,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-8106855035881579214,2674473720893356271,50.0,100.0,0.72,0.0,0.14,0.0,0.07,0.06,0.98,0.96,0.89,0.96,0.07,0.06,0.98,0.96,0.0,0.0,0.105,1.0,1.0,0.0,0.11,0.5,0.98,0.87
hp.dataset,2674473720893356271,-8106855035881579214,50.0,100.0,0.72,0.0,0.14,0.0,0.07,0.06,0.98,0.96,0.89,0.96,0.07,0.06,0.98,0.96,0.0,0.0,0.105,1.0,1.0,0.0,0.11,0.5,0.98,0.87
hp.dataset,-5693806053261760399,-8099147094720362407,49.99999999832432,100.00000000000001,1.0,1.0,0.8100000000243622,0.020000000000668743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000012246,1.0,0.8449999999948091,1.0,1.0,0.9600000000010827,1.0,0.5,1.0,1.0
hp.dataset,-8099147094720362407,-5693806053261760399,49.99999999832432,100.00000000000001,1.0,1.0,0.8100000000243622,0.020000000000668743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000012246,1.0,0.8449999999948091,1.0,1.0,0.9600000000010827,1.0,0.5,1.0,1.0
hp.dataset,-8093407388503675116,3787031989980479634,50.0,100.0,0.0,0.04,1.0,0.01,1.0,0.99,0.52,0.42,0.43,0.47,1.0,0.99,0.52,0.42,0.0,0.0,0.0,0.0,0.31,0.0,1.0,0.5,1.0,1.0
hp.dataset,3787031989980479634,-8093407388503675116,50.0,100.0,0.0,0.04,1.0,0.01,1.0,0.99,0.52,0.42,0.43,0.47,1.0,0.99,0.52,0.42,0.0,0.0,0.0,0.0,0.31,0.0,1.0,0.5,1.0,1.0
hp.dataset,-4062808010233904769,-8062385740802291370,50.0,100.0,0.96,0.15,0.45,0.14,0.5,0.37,0.96,0.92,0.9,0.91,0.5,0.37,0.96,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.5,0.0,0.01
hp.dataset,-8062385740802291370,-4062808010233904769,50.0,100.0,0.96,0.15,0.45,0.14,0.5,0.37,0.96,0.92,0.9,0.91,0.5,0.37,0.96,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.5,0.0,0.01
hp.dataset,-8062312907975316301,115789110183865450,50.0,100.0,0.99,1.0,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.175,1.0,0.73,1.0,1.0,0.87,1.0,0.5,1.0,1.0
hp.dataset,115789110183865450,-8062312907975316301,50.0,100.0,0.99,1.0,0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.175,1.0,0.73,1.0,1.0,0.87,1.0,0.5,1.0,1.0
hp.dataset,-8008327752431564513,5960007109078271144,50.0,100.0,0.03,0.0,1.0,0.0,0.62,0.38,0.08,0.03,0.02,0.04,0.62,0.38,0.08,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.73,0.5,0.76,0.2
hp.dataset,5960007109078271144,-8008327752431564513,50.0,100.0,0.03,0.0,1.0,0.0,0.62,0.38,0.08,0.03,0.02,0.04,0.62,0.38,0.08,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.73,0.5,0.76,0.2
hp.dataset,-7994838678974901997,625027491949892073,50.0,100.0,0.07,0.07,1.0,0.0,1.0,0.94,0.02,0.0,0.0,0.0,1.0,0.94,0.02,0.0,0.0,0.0,0.51,1.0,1.0,0.0,0.86,0.5,1.0,0.81
hp.dataset,625027491949892073,-7994838678974901997,50.0,100.0,0.07,0.07,1.0,0.0,1.0,0.94,0.02,0.0,0.0,0.0,1.0,0.94,0.02,0.0,0.0,0.0,0.51,1.0,1.0,0.0,0.86,0.5,1.0,0.81
hp.dataset,-7988495118961888434,2346995714101927788,50.0,100.0,1.0,0.96,0.0,0.04,0.12,0.07,0.98,0.96,0.93,0.94,0.12,0.07,0.98,0.96,0.0,0.0,0.05,0.57,0.44,0.0,0.98,0.5,0.12,0.03
hp.dataset,2346995714101927788,-7988495118961888434,50.0,100.0,1.0,0.96,0.0,0.04,0.12,0.07,0.98,0.96,0.93,0.94,0.12,0.07,0.98,0.96,0.0,0.0,0.05,0.57,0.44,0.0,0.98,0.5,0.12,0.03
hp.dataset,-7013545729103745215,-7961828622665826738,49.99996091322036,99.99999999745175,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7961828622665826738,-7013545729103745215,49.99996091322036,99.99999999745175,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7950895544482551312,8141851522506881200,18.0,36.0,0.25,0.0,0.8055555555555556,0.2222222222222222,0.25,0.19444444444444445,1.0,1.0,1.0,1.0,0.25,0.19444444444444445,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.027777777777777776,0.5,0.1111111111111111,0.16666666666666666
hp.dataset,8141851522506881200,-7950895544482551312,18.0,36.0,0.25,0.0,0.8055555555555556,0.2222222222222222,0.25,0.19444444444444445,1.0,1.0,1.0,1.0,0.25,0.19444444444444445,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.027777777777777776,0.5,0.1111111111111111,0.16666666666666666
hp.dataset,-6832294641329500076,-7919744695082066587,25.0,50.0,1.0,0.0,0.64,0.1,0.04,0.04,0.88,0.84,0.82,0.86,0.04,0.04,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.5,0.0,0.0
hp.dataset,-7919744695082066587,-6832294641329500076,25.0,50.0,1.0,0.0,0.64,0.1,0.04,0.04,0.88,0.84,0.82,0.86,0.04,0.04,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.5,0.0,0.0
hp.dataset,-2080403540801232920,-7916604761873552818,50.0,100.0,0.52,0.5,0.96,0.02,1.0,1.0,0.53,0.42,0.29,0.45,1.0,1.0,0.53,0.42,0.0,0.0,0.24,1.0,1.0,0.0,0.96,0.5,1.0,1.0
hp.dataset,-7916604761873552818,-2080403540801232920,50.0,100.0,0.52,0.5,0.96,0.02,1.0,1.0,0.53,0.42,0.29,0.45,1.0,1.0,0.53,0.42,0.0,0.0,0.24,1.0,1.0,0.0,0.96,0.5,1.0,1.0
hp.dataset,-2563225579255092155,-7913275820961489730,49.99620828969742,99.99999227810702,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000227276022135,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7913275820961489730,-2563225579255092155,49.99620828969742,99.99999227810702,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000227276022135,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-1815637576895307322,-7890611004046640347,50.0,100.0,0.68,1.0,0.15,0.08,0.0,0.0,0.53,0.4,0.18,0.36,0.0,0.0,0.53,0.4,0.0,0.19,0.55,1.0,1.0,0.0,1.0,0.5,1.0,1.0
hp.dataset,-7890611004046640347,-1815637576895307322,50.0,100.0,0.68,1.0,0.15,0.08,0.0,0.0,0.53,0.4,0.18,0.36,0.0,0.0,0.53,0.4,0.0,0.19,0.55,1.0,1.0,0.0,1.0,0.5,1.0,1.0
hp.dataset,-4137887339579614835,-7879991332657170257,50.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.5,0.86,0.12
hp.dataset,-7879991332657170257,-4137887339579614835,50.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.5,0.86,0.12
hp.dataset,-4079485976889761202,-7870700884879282874,50.0,100.0,0.93,0.68,0.21,0.0,1.0,1.0,0.94,0.91,0.88,0.89,1.0,1.0,0.94,0.91,0.0,0.01,0.165,1.0,1.0,0.0,0.89,0.5,1.0,1.0
hp.dataset,-7870700884879282874,-4079485976889761202,50.0,100.0,0.93,0.68,0.21,0.0,1.0,1.0,0.94,0.91,0.88,0.89,1.0,1.0,0.94,0.91,0.0,0.01,0.165,1.0,1.0,0.0,0.89,0.5,1.0,1.0
hp.dataset,-1787477962598032120,-7849083328932312923,50.0,100.0,0.97,0.98,0.04,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.695,0.88,0.585,1.0,1.0,0.83,0.94,0.5,1.0,1.0
hp.dataset,-7849083328932312923,-1787477962598032120,50.0,100.0,0.97,0.98,0.04,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.695,0.88,0.585,1.0,1.0,0.83,0.94,0.5,1.0,1.0
hp.dataset,-1597464104276739407,-7811071479912528828,50.0,100.0,1.0,1.0,0.03,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.905,1.0,1.0,0.72,1.0,0.5,1.0,1.0
hp.dataset,-7811071479912528828,-1597464104276739407,50.0,100.0,1.0,1.0,0.03,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.905,1.0,1.0,0.72,1.0,0.5,1.0,1.0
hp.dataset,-7810457040416673449,9220289161418026927,50.0,100.0,0.99,0.0,0.48,0.03,0.0,0.0,0.69,0.56,0.44,0.58,0.0,0.0,0.69,0.56,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.5,0.0,0.0
hp.dataset,9220289161418026927,-7810457040416673449,50.0,100.0,0.99,0.0,0.48,0.03,0.0,0.0,0.69,0.56,0.44,0.58,0.0,0.0,0.69,0.56,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.5,0.0,0.0
hp.dataset,-7806408315057741353,6470421557329625503,45.0,90.0,0.13333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.044444444444444446,0.011111111111111112,0.0,0.0,0.0,0.0,0.044444444444444446,0.011111111111111112,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0
hp.dataset,6470421557329625503,-7806408315057741353,45.0,90.0,0.13333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.044444444444444446,0.011111111111111112,0.0,0.0,0.0,0.0,0.044444444444444446,0.011111111111111112,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7740978963977278348,4718445842681688040,50.0,100.0,0.49,0.0,0.82,0.0,0.29,0.12,0.83,0.75,0.72,0.76,0.29,0.12,0.83,0.75,0.0,0.0,0.0,0.0,0.03,0.0,0.65,0.5,0.25,0.07
hp.dataset,4718445842681688040,-7740978963977278348,50.0,100.0,0.49,0.0,0.82,0.0,0.29,0.12,0.83,0.75,0.72,0.76,0.29,0.12,0.83,0.75,0.0,0.0,0.0,0.0,0.03,0.0,0.65,0.5,0.25,0.07
hp.dataset,-596938042721612707,-7707597552033197393,50.0,100.0,0.01,0.0,1.0,0.01,0.42,0.21,0.02,0.0,0.0,0.0,0.42,0.21,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.57,0.5,0.39,0.02
hp.dataset,-7707597552033197393,-596938042721612707,50.0,100.0,0.01,0.0,1.0,0.01,0.42,0.21,0.02,0.0,0.0,0.0,0.42,0.21,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.57,0.5,0.39,0.02
hp.dataset,-7629429684011814680,9081777870000395283,25.0,50.0,0.98,0.0,0.6,0.0,0.04,0.0,0.98,0.9,0.88,0.92,0.04,0.0,0.98,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.5,0.0,0.0
hp.dataset,9081777870000395283,-7629429684011814680,25.0,50.0,0.98,0.0,0.6,0.0,0.04,0.0,0.98,0.9,0.88,0.92,0.04,0.0,0.98,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.5,0.0,0.0
hp.dataset,-5383752443691112303,-7607747038848528296,15.0,30.0,0.06666666666666667,0.0,0.3,0.1,0.0,0.0,0.9,0.9333333333333333,0.8333333333333334,0.9333333333333333,0.0,0.0,0.9,0.9333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.03333333333333333,0.0
hp.dataset,-7607747038848528296,-5383752443691112303,15.0,30.0,0.06666666666666667,0.0,0.3,0.1,0.0,0.0,0.9,0.9333333333333333,0.8333333333333334,0.9333333333333333,0.0,0.0,0.9,0.9333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.03333333333333333,0.0
hp.dataset,-3217250446905954417,-7586723535960809105,50.0,100.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7586723535960809105,-3217250446905954417,50.0,100.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7578095864121149783,874746608738750619,10.777475095179685,29.323467619685058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283194273145975,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,874746608738750619,-7578095864121149783,10.777475095179685,29.323467619685058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283194273145975,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7568914936317553384,3456464909229048933,50.0,100.0,0.82,0.68,0.19,0.14,0.84,0.72,0.98,0.88,0.86,0.87,0.84,0.72,0.98,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.74,0.57
hp.dataset,3456464909229048933,-7568914936317553384,50.0,100.0,0.82,0.68,0.19,0.14,0.84,0.72,0.98,0.88,0.86,0.87,0.84,0.72,0.98,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.74,0.57
hp.dataset,-7560956152309769658,8541301795398575188,6.1868452250649515,21.5734597722931,0.0,0.0,1.0,0.9480671537561185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454580711214727,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,8541301795398575188,-7560956152309769658,6.1868452250649515,21.5734597722931,0.0,0.0,1.0,0.9480671537561185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454580711214727,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-3003951731206154322,-7557744880114147026,50.0,100.0,0.43,0.0,0.71,0.0,0.19,0.07,0.9,0.87,0.86,0.88,0.19,0.07,0.9,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.53,0.5,1.0,0.78
hp.dataset,-7557744880114147026,-3003951731206154322,50.0,100.0,0.43,0.0,0.71,0.0,0.19,0.07,0.9,0.87,0.86,0.88,0.19,0.07,0.9,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.53,0.5,1.0,0.78
hp.dataset,-7557486216992104071,3441730063120736564,50.0,100.0,0.89,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725,0.99,0.7,1.0,1.0,0.94,0.99,0.5,1.0,1.0
hp.dataset,3441730063120736564,-7557486216992104071,50.0,100.0,0.89,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725,0.99,0.7,1.0,1.0,0.94,0.99,0.5,1.0,1.0
hp.dataset,-7556093158064660087,140800770965950755,50.0,100.0,0.18,0.25,0.98,0.0,1.0,0.93,0.9,0.87,0.87,0.87,1.0,0.93,0.9,0.87,0.0,0.0,0.0,0.02,0.59,0.0,1.0,0.5,1.0,0.99
hp.dataset,140800770965950755,-7556093158064660087,50.0,100.0,0.18,0.25,0.98,0.0,1.0,0.93,0.9,0.87,0.87,0.87,1.0,0.93,0.9,0.87,0.0,0.0,0.0,0.02,0.59,0.0,1.0,0.5,1.0,0.99
hp.dataset,-3547211695488820578,-7548084283029911468,50.0,100.0,0.8,0.0,0.04,0.22,0.84,0.75,1.0,1.0,1.0,1.0,0.84,0.75,1.0,1.0,0.0,0.0,0.15,1.0,1.0,0.0,0.59,0.5,1.0,0.95
hp.dataset,-7548084283029911468,-3547211695488820578,50.0,100.0,0.8,0.0,0.04,0.22,0.84,0.75,1.0,1.0,1.0,1.0,0.84,0.75,1.0,1.0,0.0,0.0,0.15,1.0,1.0,0.0,0.59,0.5,1.0,0.95
hp.dataset,-7478242264154637605,4981049880564928734,13.284656155547982,44.50264212120881,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6820163157165355,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,4981049880564928734,-7478242264154637605,13.284656155547982,44.50264212120881,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6820163157165355,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7442416154307788693,5956139668194763676,30.0,60.0,0.13333333333333333,0.0,0.6666666666666666,0.016666666666666666,0.0,0.0,0.8833333333333333,0.7833333333333333,0.6666666666666666,0.7833333333333333,0.0,0.0,0.8833333333333333,0.7833333333333333,0.0,0.0,0.016666666666666666,0.0,0.08333333333333333,0.0,0.0,0.5,0.0,0.0
hp.dataset,5956139668194763676,-7442416154307788693,30.0,60.0,0.13333333333333333,0.0,0.6666666666666666,0.016666666666666666,0.0,0.0,0.8833333333333333,0.7833333333333333,0.6666666666666666,0.7833333333333333,0.0,0.0,0.8833333333333333,0.7833333333333333,0.0,0.0,0.016666666666666666,0.0,0.08333333333333333,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7425115054966132518,8899584253649640582,50.0,100.0,1.0,0.85,0.38,0.0,1.0,1.0,1.0,0.98,0.98,0.98,1.0,1.0,1.0,0.98,0.0,0.0,0.06,1.0,1.0,0.0,0.9,0.5,1.0,1.0
hp.dataset,8899584253649640582,-7425115054966132518,50.0,100.0,1.0,0.85,0.38,0.0,1.0,1.0,1.0,0.98,0.98,0.98,1.0,1.0,1.0,0.98,0.0,0.0,0.06,1.0,1.0,0.0,0.9,0.5,1.0,1.0
hp.dataset,-7410796754794744840,2385549432125545390,50.0,100.0,0.98,0.81,0.1,0.0,1.0,1.0,1.0,0.98,0.96,0.98,1.0,1.0,1.0,0.98,0.0,0.02,0.07,1.0,1.0,0.0,0.9,0.5,1.0,1.0
hp.dataset,2385549432125545390,-7410796754794744840,50.0,100.0,0.98,0.81,0.1,0.0,1.0,1.0,1.0,0.98,0.96,0.98,1.0,1.0,1.0,0.98,0.0,0.02,0.07,1.0,1.0,0.0,0.9,0.5,1.0,1.0
hp.dataset,-7382381188416705424,-816057594331433422,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.5,0.05,0.0
hp.dataset,-816057594331433422,-7382381188416705424,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.5,0.05,0.0
hp.dataset,-7371430882118897955,2683137159504095314,49.99929307699683,99.99999968696878,0.0,0.0,0.9599995778884378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000047098282454,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,2683137159504095314,-7371430882118897955,49.99929307699683,99.99999968696878,0.0,0.0,0.9599995778884378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000047098282454,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7324028643217710056,3044415299987733238,50.0,100.0,0.71,0.31,0.04,0.0,1.0,1.0,0.95,0.86,0.74,0.85,1.0,1.0,0.95,0.86,0.0,0.0,0.125,1.0,1.0,0.0,0.88,0.5,1.0,1.0
hp.dataset,3044415299987733238,-7324028643217710056,50.0,100.0,0.71,0.31,0.04,0.0,1.0,1.0,0.95,0.86,0.74,0.85,1.0,1.0,0.95,0.86,0.0,0.0,0.125,1.0,1.0,0.0,0.88,0.5,1.0,1.0
hp.dataset,-3532278820051953049,-7323353140345575227,50.0,100.0,0.98,0.9,0.14,0.09,0.36,0.3,0.84,0.81,0.8,0.8,0.36,0.3,0.84,0.81,0.0,0.01,0.0,0.43,0.34,0.0,0.98,0.5,0.35,0.26
hp.dataset,-7323353140345575227,-3532278820051953049,50.0,100.0,0.98,0.9,0.14,0.09,0.36,0.3,0.84,0.81,0.8,0.8,0.36,0.3,0.84,0.81,0.0,0.01,0.0,0.43,0.34,0.0,0.98,0.5,0.35,0.26
hp.dataset,-3102162711356148034,-7273210630990592806,49.9999999999989,99.99999999999997,0.0,0.0,0.9399999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09500000000000185,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7273210630990592806,-3102162711356148034,49.9999999999989,99.99999999999997,0.0,0.0,0.9399999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09500000000000185,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.dataset,-7242659606111544688,1995014768557624476,50.0,100.0,0.87,0.0,0.29,0.16,0.14,0.08,0.5,0.39,0.33,0.38,0.14,0.08,0.5,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.5,0.0,0.0
hp.dataset,1995014768557624476,-7242659606111544688,50.0,100.0,0.87,0.0,0.29,0.16,0.14,0.08,0.5,0.39,0.33,0.38,0.14,0.08,0.5,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.5,0.0,0.0
